season,team_id,franchise_id,team_name,city,nickname,conference,division,division_rank,active,preseason_played,preseason_games,preseason_wins,preseason_losses,preseason_ties,preseason_win_pct,preseason_points_for,preseason_points_against,preseason_point_diff,regular_games,regular_wins,regular_losses,regular_ties,regular_win_pct,regular_points_for,regular_points_against,regular_point_diff,playoff_seed,made_playoffs,playoff_result,season_outcome,super_bowl_team,super_bowl_winner,super_bowl_runner_up,preseason_source_file,preseason_ocr_confidence,standings_source_url,super_bowl_source_url
2001,NYJ,JETS,New York Jets,New York,Jets,AFC,AFC East,3,TRUE,TRUE,4,2,2,0,0.5,55,50,5,16,10,6,0,0.625,308,295,13,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2001-preseason.png,92,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,AFC,AFC East,4,TRUE,TRUE,4,2,2,0,0.5,98,93,5,16,6,10,0,0.375,413,486,-73,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,87.7,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,BUF,BILLS,Buffalo Bills,Buffalo,Bills,AFC,AFC East,5,TRUE,TRUE,4,2,2,0,0.5,36,57,-21,16,3,13,0,0.1875,265,420,-155,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,83.8,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,AFC,AFC West,1,TRUE,TRUE,5,3,2,0,0.6,78,75,3,16,10,6,0,0.625,399,327,72,3,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2001-preseason.png,89,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,AFC,AFC West,2,TRUE,TRUE,4,2,2,0,0.5,90,76,14,16,9,7,0,0.5625,301,324,-23,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,91.1,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,DEN,BRONCOS,Denver Broncos,Denver,Broncos,AFC,AFC West,3,TRUE,TRUE,4,3,1,0,0.75,93,59,34,16,8,8,0,0.5,340,339,1,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,90.3,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,AFC,AFC West,4,TRUE,TRUE,4,2,2,0,0.5,70,58,12,16,6,10,0,0.375,320,344,-24,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,87.4,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,AFC,AFC West,5,TRUE,TRUE,4,3,1,0,0.75,64,70,-6,16,5,11,0,0.3125,332,321,11,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,88,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,CHI,BEARS,Chicago Bears,Chicago,Bears,NFC,NFC Central,1,TRUE,TRUE,4,1,3,0,0.25,69,74,-5,16,13,3,0,0.8125,338,203,135,2,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2001-preseason.png,93.2,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,GB,PACKERS,Green Bay Packers,Green Bay,Packers,NFC,NFC Central,2,TRUE,TRUE,4,2,2,0,0.5,55,53,2,16,12,4,0,0.75,390,266,124,4,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2001-preseason.png,94.8,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,NFC,NFC Central,3,TRUE,TRUE,4,1,3,0,0.25,47,63,-16,16,9,7,0,0.5625,324,280,44,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2001-preseason.png,94.4,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,NFC,NFC Central,4,TRUE,TRUE,4,4,0,0,1,100,59,41,16,5,11,0,0.3125,290,390,-100,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,94.7,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,DET,LIONS,Detroit Lions,Detroit,Lions,NFC,NFC Central,5,TRUE,TRUE,4,1,3,0,0.25,83,101,-18,16,2,14,0,0.125,270,424,-154,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,94.2,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,NFC,NFC East,1,TRUE,TRUE,3,2,1,0,0.666667,36,32,4,16,11,5,0,0.6875,343,208,135,3,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,2001-preseason.png,95.8,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,NFC,NFC East,2,TRUE,TRUE,4,1,3,0,0.25,46,105,-59,16,8,8,0,0.5,256,303,-47,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,94,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,NYG,GIANTS,New York Giants,New York,Giants,NFC,NFC East,3,TRUE,TRUE,4,1,3,0,0.25,50,74,-24,16,7,9,0,0.4375,294,321,-27,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,95,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,NFC,NFC East,4,TRUE,TRUE,4,3,1,0,0.75,63,46,17,16,7,9,0,0.4375,295,343,-48,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,94.3,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,NFC,NFC East,5,TRUE,TRUE,5,2,3,0,0.4,78,80,-2,16,5,11,0,0.3125,246,338,-92,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,92,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,LA,RAMS,St. Louis Rams,St. Louis,Rams,NFC,NFC West,1,TRUE,TRUE,5,3,2,0,0.6,82,73,9,16,14,2,0,0.875,503,273,230,1,TRUE,LostSB,Lost Super Bowl,TRUE,FALSE,TRUE,2001-preseason.png,94,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,SF,49ERS,San Francisco 49ers,San Francisco,49ers,NFC,NFC West,2,TRUE,TRUE,4,1,3,0,0.25,69,105,-36,16,12,4,0,0.75,409,282,127,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2001-preseason.png,94.3,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,NO,SAINTS,New Orleans Saints,New Orleans,Saints,NFC,NFC West,3,TRUE,TRUE,4,1,3,0,0.25,75,97,-22,16,7,9,0,0.4375,333,409,-76,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,94.1,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,NFC,NFC West,4,TRUE,TRUE,4,3,1,0,0.75,99,40,59,16,7,9,0,0.4375,291,377,-86,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,91.3,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2001,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,NFC,NFC West,5,TRUE,TRUE,4,2,2,0,0.5,67,78,-11,16,1,15,0,0.0625,253,410,-157,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2001-preseason.png,91.4,https://shrpsports.com/nfl/stand/2001finaldiv.htm,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,NYJ,JETS,New York Jets,New York,Jets,AFC,AFC East,1,TRUE,TRUE,4,4,0,0,1,101,45,56,16,9,7,0,0.5625,359,336,23,4,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2002-preseason.png,96.2,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,NE,PATRIOTS,New England Patriots,New England,Patriots,AFC,AFC East,2,TRUE,TRUE,4,3,1,0,0.75,86,54,32,16,9,7,0,0.5625,381,346,35,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,95.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,AFC,AFC East,3,TRUE,TRUE,4,2,2,0,0.5,65,63,2,16,9,7,0,0.5625,378,301,77,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,BUF,BILLS,Buffalo Bills,Buffalo,Bills,AFC,AFC East,4,TRUE,TRUE,4,0,4,0,0,58,87,-29,16,8,8,0,0.5,379,397,-18,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.6,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,AFC,AFC North,1,TRUE,TRUE,4,2,2,0,0.5,91,87,4,16,10,5,1,0.65625,390,345,45,3,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2002-preseason.png,95.6,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,AFC,AFC North,2,TRUE,TRUE,4,2,2,0,0.5,90,85,5,16,9,7,0,0.5625,344,320,24,6,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2002-preseason.png,95.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,AFC,AFC North,3,TRUE,TRUE,4,2,2,0,0.5,41,65,-24,16,7,9,0,0.4375,316,354,-38,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.3,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,AFC,AFC North,4,TRUE,TRUE,4,2,2,0,0.5,83,85,-2,16,2,14,0,0.125,279,456,-177,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.3,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,TEN,TITANS,Tennessee Titans,Tennessee,Titans,AFC,AFC South,1,TRUE,TRUE,4,2,2,0,0.5,82,75,7,16,11,5,0,0.6875,367,324,43,2,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,2002-preseason.png,95.6,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,AFC,AFC South,2,TRUE,TRUE,4,2,2,0,0.5,78,64,14,16,10,6,0,0.625,349,313,36,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2002-preseason.png,96.4,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,AFC,AFC South,3,TRUE,TRUE,4,1,3,0,0.25,62,87,-25,16,6,10,0,0.375,328,315,13,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,82.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,HOU,TEXANS,Houston Texans,Houston,Texans,AFC,AFC South,4,TRUE,TRUE,5,1,4,0,0.2,55,104,-49,16,4,12,0,0.25,213,356,-143,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,AFC,AFC West,1,TRUE,TRUE,4,2,2,0,0.5,68,57,11,16,11,5,0,0.6875,450,304,146,1,TRUE,LostSB,Lost Super Bowl,TRUE,FALSE,TRUE,2002-preseason.png,94.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,DEN,BRONCOS,Denver Broncos,Denver,Broncos,AFC,AFC West,2,TRUE,TRUE,4,3,1,0,0.75,84,28,56,16,9,7,0,0.5625,392,344,48,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.3,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,AFC,AFC West,3,TRUE,TRUE,4,2,2,0,0.5,75,75,0,16,8,8,0,0.5,333,367,-34,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,AFC,AFC West,4,TRUE,TRUE,4,3,1,0,0.75,73,56,17,16,8,8,0,0.5,467,399,68,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,95.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,NFC,NFC East,1,TRUE,TRUE,4,1,3,0,0.25,63,65,-2,16,12,4,0,0.75,415,241,174,1,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,2002-preseason.png,94,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,NYG,GIANTS,New York Giants,New York,Giants,NFC,NFC East,2,TRUE,TRUE,5,3,2,0,0.6,100,100,0,16,10,6,0,0.625,320,279,41,5,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2002-preseason.png,79,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,NFC,NFC East,3,TRUE,TRUE,5,4,1,0,0.8,164,109,55,16,7,9,0,0.4375,307,365,-58,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.1,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,NFC,NFC East,4,TRUE,TRUE,4,3,1,0,0.75,86,68,18,16,5,11,0,0.3125,217,329,-112,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,95.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,GB,PACKERS,Green Bay Packers,Green Bay,Packers,NFC,NFC North,1,TRUE,TRUE,4,3,1,0,0.75,90,81,9,16,12,4,0,0.75,398,328,70,3,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2002-preseason.png,95.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,NFC,NFC North,2,TRUE,TRUE,4,2,2,0,0.5,67,75,-8,16,6,10,0,0.375,390,442,-52,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,CHI,BEARS,Chicago Bears,Chicago,Bears,NFC,NFC North,3,TRUE,TRUE,4,1,3,0,0.25,60,92,-32,16,4,12,0,0.25,281,379,-98,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.3,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,DET,LIONS,Detroit Lions,Detroit,Lions,NFC,NFC North,4,TRUE,TRUE,4,1,3,0,0.25,71,83,-12,16,3,13,0,0.1875,306,451,-145,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,90,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,NFC,NFC South,1,TRUE,TRUE,4,3,1,0,0.75,61,63,-2,16,12,4,0,0.75,346,196,150,2,TRUE,WonSB,Won Super Bowl,TRUE,TRUE,FALSE,2002-preseason.png,89.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,NFC,NFC South,2,TRUE,TRUE,4,4,0,0,1,107,70,37,16,9,6,1,0.59375,402,314,88,6,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2002-preseason.png,95.6,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,NO,SAINTS,New Orleans Saints,New Orleans,Saints,NFC,NFC South,3,TRUE,TRUE,4,3,1,0,0.75,90,64,26,16,9,7,0,0.5625,432,388,44,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,95.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,NFC,NFC South,4,TRUE,TRUE,4,1,3,0,0.25,69,98,-29,16,7,9,0,0.4375,258,302,-44,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,94.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,SF,49ERS,San Francisco 49ers,San Francisco,49ers,NFC,NFC West,1,TRUE,TRUE,5,2,3,0,0.4,70,82,-12,16,10,6,0,0.625,367,351,16,4,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2002-preseason.png,92.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,LA,RAMS,St. Louis Rams,St. Louis,Rams,NFC,NFC West,2,TRUE,TRUE,4,0,4,0,0,69,101,-32,16,7,9,0,0.4375,316,369,-53,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,95.2,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,NFC,NFC West,3,TRUE,TRUE,4,1,3,0,0.25,41,97,-56,16,7,9,0,0.4375,355,369,-14,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.9,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2002,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,NFC,NFC West,4,TRUE,TRUE,4,1,3,0,0.25,61,96,-35,16,5,11,0,0.3125,262,417,-155,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2002-preseason.png,93.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,NE,PATRIOTS,New England Patriots,New England,Patriots,AFC,AFC East,1,TRUE,TRUE,4,4,0,0,1,108,54,54,16,14,2,0,0.875,348,238,110,1,TRUE,WonSB,Won Super Bowl,TRUE,TRUE,FALSE,2003-preseason.png,93.4,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,AFC,AFC East,2,TRUE,TRUE,4,2,2,0,0.5,96,78,18,16,10,6,0,0.625,311,261,50,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,94.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,BUF,BILLS,Buffalo Bills,Buffalo,Bills,AFC,AFC East,3,TRUE,TRUE,4,3,1,0,0.75,94,96,-2,16,6,10,0,0.375,243,279,-36,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,92.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,NYJ,JETS,New York Jets,New York,Jets,AFC,AFC East,4,TRUE,TRUE,5,3,2,0,0.6,91,88,3,16,6,10,0,0.375,283,299,-16,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,95.5,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,AFC,AFC North,1,TRUE,TRUE,4,1,3,0,0.25,59,84,-25,16,10,6,0,0.625,391,281,110,4,TRUE,LostWC,Lost Wild Card,FALSE,FALSE,FALSE,2003-preseason.png,92.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,AFC,AFC North,2,TRUE,TRUE,4,1,3,0,0.25,71,82,-11,16,8,8,0,0.5,346,384,-38,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,91.2,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,AFC,AFC North,3,TRUE,TRUE,4,1,3,0,0.25,58,82,-24,16,6,10,0,0.375,300,327,-27,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,94.8,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,AFC,AFC North,4,TRUE,TRUE,4,1,3,0,0.25,74,95,-21,16,5,11,0,0.3125,254,322,-68,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,91.9,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,AFC,AFC South,1,TRUE,TRUE,4,3,1,0,0.75,88,70,18,16,12,4,0,0.75,447,336,111,3,TRUE,LostCC,Lost Conference Championship,FALSE,FALSE,FALSE,2003-preseason.png,93.3,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,TEN,TITANS,Tennessee Titans,Tennessee,Titans,AFC,AFC South,2,TRUE,TRUE,4,4,0,0,1,97,48,49,16,12,4,0,0.75,435,324,111,5,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2003-preseason.png,95.9,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,AFC,AFC South,3,TRUE,TRUE,4,3,1,0,0.75,66,62,4,16,5,11,0,0.3125,276,331,-55,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,80.6,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,HOU,TEXANS,Houston Texans,Houston,Texans,AFC,AFC South,4,TRUE,TRUE,4,0,4,0,0,38,107,-69,16,5,11,0,0.3125,255,380,-125,,FALSE,,Missed playoffs,FALSE,FALSE,FALSE,2003-preseason.png,93.7,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
2003,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,AFC,AFC West,1,TRUE,TRUE,5,3,2,0,0.6,94,88,6,16,13,3,0,0.8125,484,332,152,2,TRUE,LostDV,Lost Divisional,FALSE,FALSE,FALSE,2003-preseason.png,96.2,https://raw.githubusercontent.com/nflverse/nfldata/master/data/standings.csv,https://raw.githubusercontent.com/nflverse/nfldata/master/data/games.csv
